0 0 0
0 0.983064 0
0 1.96613 0
0 2.94919 0
0 3.93226 0
0 4.91532 0
0 5.89838 0
0 6.88145 0
0 7.86451 0
0 8.84758 0
0 9.83064 0
0 10.8137 0
0 11.7968 0
0 12.7798 0
0 13.7629 0
0 14.746 0
0.983064 0 -1.93907
0.983064 0.983064 -2.2263
0.983064 1.96613 -2.33824
0.983064 2.94919 -2.28637
0.983064 3.93226 -2.13327
0.983064 4.91532 -1.70301
0.983064 5.89838 -0.638826
0.983064 6.88145 2.09107
0.983064 7.86451 2.01412
0.983064 8.84758 -0.721717
0.983064 9.83064 -1.69192
0.983064 10.8137 -1.99753
0.983064 11.7968 -2.12697
0.983064 12.7798 -2.2346
0.983064 13.7629 -2.1584
0.983064 14.746 -1.8914
1.96613 0 -2.75086
1.96613 0.983064 -2.91239
1.96613 1.96613 -2.99998
1.96613 2.94919 -2.96847
1.96613 3.93226 -2.75977
1.96613 4.91532 -2.36609
1.96613 5.89838 -1.64985
1.96613 6.88145 -0.610862
1.96613 7.86451 -0.628878
1.96613 8.84758 -1.66537
1.96613 9.83064 -2.35387
1.96613 10.8137 -2.67283
1.96613 11.7968 -2.85345
1.96613 12.7798 -2.94233
1.96613 13.7629 -2.92818
1.96613 14.746 -2.74993
2.94919 0 -3.16441
2.94919 0.983064 -3.2405
2.94919 1.96613 -3.28279
2.94919 2.94919 -3.2435
2.94919 3.93226 -3.06636
2.94919 4.91532 -2.76723
2.94919 5.89838 -2.34055
2.94919 6.88145 -1.89068
2.94919 7.86451 -1.89387
2.94919 8.84758 -2.33971
2.94919 9.83064 -2.76755
2.94919 10.8137 -3.03125
2.94919 11.7968 -3.18323
2.94919 12.7798 -3.25787
2.94919 13.7629 -3.26929
2.94919 14.746 -3.17618
3.93226 0 -3.42626
3.93226 0.983064 -3.4763
3.93226 1.96613 -3.48995
3.93226 2.94919 -3.4528
3.93226 3.93226 -3.32436
3.93226 4.91532 -3.12446
3.93226 5.89838 -2.84898
3.93226 6.88145 -2.63475
3.93226 7.86451 -2.63781
3.93226 8.84758 -2.85316
3.93226 9.83064 -3.11048
3.93226 10.8137 -3.30008
3.93226 11.7968 -3.40757
3.93226 12.7798 -3.46438
3.93226 13.7629 -3.46696
3.93226 14.746 -3.43278
4.91532 0 -3.60569
4.91532 0.983064 -3.6361
4.91532 1.96613 -3.64777
4.91532 2.94919 -3.6167
4.91532 3.93226 -3.51297
4.91532 4.91532 -3.38511
4.91532 5.89838 -3.22997
4.91532 6.88145 -3.117
4.91532 7.86451 -3.11318
4.91532 8.84758 -3.2239
4.91532 9.83064 -3.3833
4.91532 10.8137 -3.49674
4.91532 11.7968 -3.57099
4.91532 12.7798 -3.60507
4.91532 13.7629 -3.61296
4.91532 14.746 -3.60149
5.89838 0 -3.73891
5.89838 0.983064 -3.75772
5.89838 1.96613 -3.76442
5.89838 2.94919 -3.73938
5.89838 3.93226 -3.67478
5.89838 4.91532 -3.60015
5.89838 5.89838 -3.509
5.89838 6.88145 -3.44271
5.89838 7.86451 -3.43793
5.89838 8.84758 -3.49363
5.89838 9.83064 -3.57508
5.89838 10.8137 -3.64724
5.89838 11.7968 -3.70358
5.89838 12.7798 -3.73171
5.89838 13.7629 -3.73632
5.89838 14.746 -3.73054
6.88145 0 -3.84323
6.88145 0.983064 -3.85335
6.88145 1.96613 -3.85745
6.88145 2.94919 -3.84671
6.88145 3.93226 -3.81157
6.88145 4.91532 -3.76728
6.88145 5.89838 -3.71003
6.88145 6.88145 -3.67515
6.88145 7.86451 -3.67601
6.88145 8.84758 -3.69966
6.88145 9.83064 -3.73878
6.88145 10.8137 -3.7832
6.88145 11.7968 -3.82341
6.88145 12.7798 -3.85296
6.88145 13.7629 -3.85283
6.88145 14.746 -3.83973
7.86451 0 -3.93053
7.86451 0.983064 -3.93371
7.86451 1.96613 -3.93847
