0 0 -1.15623 0
0 0.983064 -2.01742 0
0 1.96613 -1.84133 0
0 2.94919 -1.81106 0
0 3.93226 -1.95229 0
0 4.91532 -1.93551 0
0 5.89838 -0.988964 0
0 6.88145 28.6763 0
0 7.86451 29.1408 0
0 8.84758 -1.03385 0
0 9.83064 -1.95471 0
0 10.8137 -1.88375 0
0 11.7968 -1.93462 0
0 12.7798 -1.69723 0
0 13.7629 -1.95551 0
0 14.746 -1.02324 0
0.983064 0 -1.0256 0
0.983064 0.983064 -1.70216 0
0.983064 1.96613 -1.45174 0
0.983064 2.94919 -1.4766 0
0.983064 3.93226 -1.91367 0
0.983064 4.91532 -1.83746 0
0.983064 5.89838 -1.12308 0
0.983064 6.88145 7.72527 0
0.983064 7.86451 8.15765 0
0.983064 8.84758 -1.30949 0
0.983064 9.83064 -1.77278 0
0.983064 10.8137 -1.66524 0
0.983064 11.7968 -1.61484 0
0.983064 12.7798 -1.71867 0
0.983064 13.7629 -1.89397 0
0.983064 14.746 -0.956685 0
1.96613 0 -0.261658 0
1.96613 0.983064 -0.5168 0
1.96613 1.96613 -0.496715 0
1.96613 2.94919 -0.591047 0
1.96613 3.93226 -0.707758 0
1.96613 4.91532 -0.721514 0
1.96613 5.89838 -0.724915 0
1.96613 6.88145 -0.473783 0
1.96613 7.86451 -0.598384 0
1.96613 8.84758 -0.687846 0
1.96613 9.83064 -0.583999 0
1.96613 10.8137 -0.481722 0
1.96613 11.7968 -0.573712 0
1.96613 12.7798 -0.473868 0
1.96613 13.7629 -0.474186 0
1.96613 14.746 -0.291245 0
2.94919 0 -0.133459 0
2.94919 0.983064 -0.23998 0
2.94919 1.96613 -0.188479 0
2.94919 2.94919 -0.204162 0
2.94919 3.93226 -0.194535 0
2.94919 4.91532 -0.149953 0
2.94919 5.89838 -0.162435 0
2.94919 6.88145 -0.0891755 0
2.94919 7.86451 -0.164647 0
2.94919 8.84758 -0.216308 0
2.94919 9.83064 -0.215592 0
2.94919 10.8137 -0.220951 0
2.94919 11.7968 -0.242814 0
2.94919 12.7798 -0.164265 0
2.94919 13.7629 -0.117028 0
2.94919 14.746 -0.0511608 0
3.93226 0 -0.0440448 0
3.93226 0.983064 -0.0607091 0
3.93226 1.96613 -0.0942008 0
3.93226 2.94919 -0.0589699 0
3.93226 3.93226 -0.10209 0
3.93226 4.91532 -0.0850521 0
3.93226 5.89838 -0.115811 0
3.93226 6.88145 -0.0606569 0
3.93226 7.86451 -0.0413147 0
3.93226 8.84758 -0.0872118 0
3.93226 9.83064 -0.102583 0
3.93226 10.8137 -0.121491 0
3.93226 11.7968 -0.06579 0
3.93226 12.7798 -0.0858002 0
3.93226 13.7629 -0.0525585 0
3.93226 14.746 -0.0284341 0
4.91532 0 -0.024535 0
4.91532 0.983064 -0.0829951 0
4.91532 1.96613 -0.0573467 0
4.91532 2.94919 -0.0658636 0
4.91532 3.93226 -0.112812 0
4.91532 4.91532 -0.0478847 0
