0 58.6314
0 112.036
0 115.776
0 119.362
0 125.154
0 100.342
50.8015 106.655
1914.26 117.941
1905.8 103.705
51.6962 103.096
0 115.447
0 114.191
0 109.146
0 132.905
0 126.57
0 61.4416
0 58.5046
0 106.854
0 106.918
0 103.737
0 121.445
0 112.694
35.5099 105.148
615.187 133.75
626.923 129.751
37.6735 125.673
0 99.2801
0 104.481
0 109.252
0 101.438
0 106.261
0 57.5635
0 22.4712
0 35.2148
0 34.2328
0 34.3609
0 39.3847
0 41.2243
2.70063 39.2659
11.2548 44.1808
11.8107 51.1788
1.39058 43.8986
0 32.1212
0 31.5683
0 33.9574
0 31.4019
0 29.7485
0 15.9476
0 5.6988
0 9.84695
0 9.00737
0 12.8689
0 8.42153
0 10.2885
0 11.0239
0 8.07318
0 10.626
0 12.43
0 11.4248
0 13.1629
0 11.8953
0 12.2464
0 12.8002
0 8.24755
0 2.11339
0 5.10791
0 6.33868
0 8.44018
0 5.31395
0 5.86995
0 3.9181
0 2.5428
0 2.38131
0 4.12079
0 8.10135
0 8.87849
0 6.95655
0 8.20876
0 8.47794
0 2.77712
0 1.8333
0 4.01104
0 3.49477
0 6.08853
0 4.97414
0 4.36156
0 2.07402
0 4.07957
0 4.12564
0 1.44994
0 4.38396
0 3.60824
0 2.85328
0 3.83162
0 6.65656
0 2.26546
0 0.885521
0 3.67931
0 4.43131
0 4.90902
0 1.93624
0 2.20469
0 0.882974
0 1.79308
0 2.07568
0 0.932094
0 1.46812
0 1.56856
0 2.49562
0 2.76966
0 4.56002
0 1.27102
0 0.0388088
0 0.946661
0 1.50001
0 2.24811
0 0.753039
0 0.935823
0 0.772958
0 1.17829
0 1.08234
0 1.38554
0 1.21789
0 2.70766
0 3.00523
0 3.07373
0 3.90804
0 2.5391
0 0.377854
0 1.78409
0 1.47843
0 0.874057
0 0.809171
0 2.10391
0 1.61636
0 1.17166
0 0.930728
0 0.59536
0 0.55449
0 2.29536
0 1.66111
0 1.06533
0 1.90308
0 0.655912
0 0.939505
0 3.66817
0 0.5561
0 1.69276
0 0.774443
0 2.2034
0 2.22421
0 2.34183
0 1.17316
0 0.616146
0 0.984286
0 0.348463
0 1.14972
0 1.86876
0 0
0 0
0 0.0067617
0 1.20016
0 2.2002
0 2.11391
0 1.65942
0 0.889168
0 0.702839
0 1.21042
0 0.852369
0 0.731085
0 0.908476
0 0.778155
0 1.66771
0 1.56828
0 0.173717
0 0
0 0.28481
0 3.45933
0 1.81881
0 2.08238
0 1.0669
0 0.143328
0 1.12344
0 0.335421
0 0.976723
0 1.27563
0 1.99106
0 2.9585
0 2.05225
0 1.07997
0 0.427563
0 0.711998
0 0.623096
0 1.79098
0 0.722228
0 0.272508
0 1.227
0 0
0 0
0 0
0 2.22435
0 0.40662
0 1.43313
0 0.595292
0 1.22023
0 0.0173043
0 0.181238
0 0.316075
0 0
0 0.00183334
0 0.61159
0 0.151831
0 0.228609
0 0.946578
0 0.01707
0 0
0 1.09686
0 0.200237
0 0.755155
0 1.02895
0 0.445209
0 0.196562
0 0.800453
0 2.83161
0 0
0 0.823761
0 2.8696
0 1.21145
0 0.673765
0 1.03819
0 0.27177
0 0
0 0.484312
0 0.531996
0 0.00186636
0 0.60346
0 1.28441
0 0.777121
0 0.725526
0 1.93441
0 0.370327
0 0.596296
0 0.260421
0 0.790294
0 0.863751
0 1.01798
0 0.411371
0 0.163695
0 1.71922
0 0.665045
0 0.0430843
0 1.27798
0 0.710429
0 0.0630597
0 0
0 0
0 0.846425
0 0.731499
0 0
0 0.650456
0 0.0834687
0 0.742468
0 0.628531
0 0.611709
0 1.29861
0 0.556392
0 1.10456
0 1.63465
0 1.0719
0 0.0560996
0 0
0 0
0 1.09643
0 0.555267
0 0
0 0.299133
0 0.0344494
0 0.696769
0 0.91786
0 1.04423
0 1.11058
0 0.996131
0 0.719455
0 1.95716
0 1.1499
0 0.120683
0 0
0 0
0 0.967872
0 0.462644
0 0
0 0.297999
0 0.153189
0 0.280763
0 0.745764
0 0.178868
0 0.0186764
0 0.0358922
0 0.386217
